,dates,times,orders,prices,staff
708,09-08-2021,7:49,['Flat white'],[70],Rambo
709,09-08-2021,8:15,"['Pour-over normal', 'Pour-over special']","[100, 200]",Rambo
710,09-08-2021,8:57,"['Cappucino', 'Pour-over special', 'Pour-over normal']","[70, 200, 100]",Rambo
711,09-08-2021,8:58,"['Pour-over normal', 'Pour-over normal', 'Macchiato']","[100, 100, 75]",Rambo
712,09-08-2021,9:24,['Americano'],[50],Rambo
713,09-08-2021,9:33,['Pour-over normal'],[100],Rambo
714,09-08-2021,9:37,"['Latte', 'Pour-over normal']","[70, 100]",Rambo
715,10-08-2021,10:14,['Pour-over special'],[200],Penguin
716,10-08-2021,10:16,['Espresso shot'],[30],Penguin
717,10-08-2021,10:38,"['Cappucino', 'Pour-over special']","[70, 200]",Penguin
718,10-08-2021,11:45,"['Americano', 'Coffee beans 200']","[50, 400]",Penguin
719,10-08-2021,12:24,['Pour-over special'],[200],Penguin
720,10-08-2021,12:31,"['Pour-over normal', 'Flat white', 'Mocha', 'Cappucino', 'Pour-over special']","[100, 70, 75, 70, 200]",Penguin
721,10-08-2021,13:04,['Latte'],[70],Penguin
722,10-08-2021,13:25,['Cappucino'],[70],Penguin
723,10-08-2021,13:50,"['Pour-over normal', 'Cappucino']","[100, 70]",Penguin
724,10-08-2021,15:07,"['Americano', 'Pour-over special']","[50, 200]",Penguin
725,10-08-2021,15:14,"['Pour-over normal', 'Pour-over normal']","[100, 100]",Penguin
726,10-08-2021,15:25,['Latte'],[70],Penguin
727,10-08-2021,15:44,"['Macchiato', 'Latte']","[75, 70]",Penguin
728,10-08-2021,16:35,['Flat white'],[70],Penguin
729,10-08-2021,7:15,['Mocha'],[75],Penguin
730,10-08-2021,7:56,"['Macchiato', 'Mocha', 'Flat white', 'Pour-over special', 'Pour-over normal']","[75, 75, 70, 200, 100]",Penguin
731,10-08-2021,8:27,['Pour-over special'],[200],Penguin
732,10-08-2021,9:05,"['Espresso shot', 'Flat white']","[30, 70]",Penguin
733,10-08-2021,9:50,['Pour-over normal'],[100],Penguin
734,11-08-2021,10:18,"['Latte', 'Americano', 'Latte', 'Pour-over normal']","[70, 50, 70, 100]",Rambo
735,11-08-2021,10:32,"['Flat white', 'Pour-over normal', 'Cappucino']","[70, 100, 70]",Rambo
736,11-08-2021,10:59,['Coffee beans special 200'],[600],Rambo
737,11-08-2021,11:04,['Pour-over normal'],[100],Rambo
738,11-08-2021,11:33,"['Pour-over normal', 'Espresso shot', 'Americano']","[100, 30, 50]",Rambo
739,11-08-2021,11:44,"['Americano', 'Flat white', 'Pour-over special', 'Coffee beans 200', 'Pour-over normal']","[50, 70, 200, 400, 100]",Rambo
740,11-08-2021,13:48,"['Espresso shot', 'Latte']","[30, 70]",Rambo
741,11-08-2021,13:52,['Cappucino'],[70],Rambo
742,11-08-2021,13:56,"['Latte', 'Flat white']","[70, 70]",Rambo
743,11-08-2021,14:12,"['Americano', 'Coffee beans special 200', 'Latte']","[50, 600, 70]",Rambo
744,11-08-2021,14:30,['Coffee beans special 200'],[600],Rambo
745,11-08-2021,14:51,"['Pour-over special', 'Flat white', 'Pour-over special', 'Pour-over special', 'Cappucino']","[200, 70, 200, 200, 70]",Rambo
746,11-08-2021,15:19,"['Espresso shot', 'Cappucino', 'Pour-over normal', 'Cappucino', 'Americano']","[30, 70, 100, 70, 50]",Rambo
747,11-08-2021,15:32,['Cappucino'],[70],Rambo
748,11-08-2021,16:08,"['Americano', 'Pour-over normal']","[50, 100]",Rambo
749,11-08-2021,16:38,"['Pour-over normal', 'Pour-over special']","[100, 200]",Rambo
750,11-08-2021,16:40,['Cappucino'],[70],Rambo
751,11-08-2021,16:53,['Coffee beans special 200'],[600],Rambo
752,11-08-2021,16:55,"['Flat white', 'Cappucino', 'Latte']","[70, 70, 70]",Rambo
753,11-08-2021,7:02,['Pour-over normal'],[100],Rambo
754,11-08-2021,7:07,"['Pour-over normal', 'Coffee beans 200', 'Latte', 'Americano']","[100, 400, 70, 50]",Rambo
755,11-08-2021,7:25,['Pour-over special'],[200],Rambo
756,11-08-2021,7:46,"['Pour-over special', 'Pour-over normal']","[200, 100]",Rambo
757,11-08-2021,8:13,['Cappucino'],[70],Rambo
758,11-08-2021,8:41,"['Mocha', 'Mocha']","[75, 75]",Rambo
759,11-08-2021,8:51,['Pour-over special'],[200],Rambo
760,11-08-2021,9:02,['Americano'],[50],Rambo
761,11-08-2021,9:05,['Pour-over normal'],[100],Rambo
762,11-08-2021,9:20,"['Cappucino', 'Pour-over normal']","[70, 100]",Rambo
763,12-08-2021,11:27,"['Pour-over normal', 'Mocha']","[100, 75]",Penguin
764,12-08-2021,13:04,['Latte'],[70],Penguin
765,12-08-2021,14:38,"['Pour-over special', 'Pour-over normal']","[200, 100]",Penguin
766,12-08-2021,15:17,"['Cappucino', 'Flat white']","[70, 70]",Penguin
767,12-08-2021,7:57,"['Pour-over normal', 'Pour-over normal', 'Coffee beans special 200', 'Americano', 'Pour-over normal']","[100, 100, 600, 50, 100]",Penguin
768,12-08-2021,8:22,['Pour-over normal'],[100],Penguin
769,12-08-2021,8:32,['Pour-over normal'],[100],Penguin
770,13-08-2021,10:35,"['Macchiato', 'Latte']","[75, 70]",Rambo
771,13-08-2021,12:49,"['Pour-over normal', 'Macchiato']","[100, 75]",Rambo
772,13-08-2021,13:45,"['Latte', 'Pour-over normal']","[70, 100]",Rambo
773,13-08-2021,14:10,"['Pour-over special', 'Latte', 'Coffee beans special 200', 'Pour-over special']","[200, 70, 600, 200]",Rambo
774,13-08-2021,14:26,"['Pour-over normal', 'Coffee beans special 200']","[100, 600]",Rambo
775,13-08-2021,15:01,['Cappucino'],[70],Rambo
776,13-08-2021,15:14,['Coffee beans special 200'],[600],Rambo
777,13-08-2021,16:46,['Pour-over normal'],[100],Rambo
778,13-08-2021,7:26,['Latte'],[70],Rambo
779,13-08-2021,8:33,"['Pour-over special', 'Americano']","[200, 50]",Rambo
780,14-08-2021,10:35,"['Latte', 'Pour-over special']","[70, 200]",Medse
781,14-08-2021,11:26,"['Pour-over special', 'Pour-over special']","[200, 200]",Medse
782,14-08-2021,11:52,['Cappucino'],[70],Medse
783,14-08-2021,12:05,"['Flat white', 'Flat white', 'Coffee beans 200', 'Pour-over normal']","[70, 70, 400, 100]",Medse
784,14-08-2021,12:19,"['Flat white', 'Americano']","[70, 50]",Medse
785,14-08-2021,12:33,['Americano'],[50],Medse
786,14-08-2021,12:53,"['Pour-over special', 'Pour-over normal', 'Americano']","[200, 100, 50]",Medse
787,14-08-2021,13:33,"['Pour-over special', 'Cappucino']","[200, 70]",Medse
788,14-08-2021,13:36,['Pour-over special'],[200],Medse
789,14-08-2021,13:41,"['Pour-over normal', 'Cappucino', 'Pour-over special']","[100, 70, 200]",Medse
790,14-08-2021,15:40,"['Pour-over special', 'Pour-over normal', 'Cappucino', 'Latte', 'Pour-over special']","[200, 100, 70, 70, 200]",Medse
791,14-08-2021,16:01,"['Americano', 'Pour-over normal']","[50, 100]",Medse
792,14-08-2021,16:11,"['Latte', 'Pour-over special']","[70, 200]",Medse
793,14-08-2021,16:18,['Pour-over special'],[200],Medse
794,14-08-2021,7:52,"['Pour-over special', 'Pour-over special', 'Pour-over normal', 'Americano']","[200, 200, 100, 50]",Medse
795,14-08-2021,7:55,"['Latte', 'Pour-over normal']","[70, 100]",Medse
796,14-08-2021,8:23,['Cappucino'],[70],Medse
797,14-08-2021,8:59,"['Flat white', 'Pour-over special']","[70, 200]",Medse
798,15-08-2021,10:49,"['Latte', 'Americano', 'Pour-over normal', 'Cappucino']","[70, 50, 100, 70]",Medse
799,15-08-2021,10:55,"['Pour-over normal', 'Pour-over normal']","[100, 100]",Medse
800,15-08-2021,10:59,"['Pour-over normal', 'Mocha', 'Americano', 'Americano', 'Pour-over normal']","[100, 75, 50, 50, 100]",Medse
801,15-08-2021,11:12,"['Pour-over normal', 'Cappucino']","[100, 70]",Medse
802,15-08-2021,11:39,['Americano'],[50],Medse
803,15-08-2021,11:40,['Coffee beans special 200'],[600],Medse
804,15-08-2021,11:42,"['Flat white', 'Pour-over normal', 'Coffee beans 200', 'Pour-over special', 'Pour-over normal']","[70, 100, 400, 200, 100]",Medse
805,15-08-2021,12:36,['Flat white'],[70],Medse
806,15-08-2021,12:43,"['Pour-over normal', 'Americano', 'Americano', 'Americano']","[100, 50, 50, 50]",Medse
807,15-08-2021,13:13,"['Americano', 'Macchiato', 'Pour-over special', 'Pour-over normal']","[50, 75, 200, 100]",Medse
808,15-08-2021,13:47,['Cappucino'],[70],Medse
809,15-08-2021,14:00,"['Mocha', 'Americano']","[75, 50]",Medse
810,15-08-2021,15:01,['Pour-over special'],[200],Medse
811,15-08-2021,15:17,['Coffee beans 200'],[400],Medse
812,15-08-2021,15:24,"['Mocha', 'Pour-over special', 'Macchiato', 'Pour-over normal', 'Mocha']","[75, 200, 75, 100, 75]",Medse
813,15-08-2021,16:02,"['Latte', 'Flat white']","[70, 70]",Medse
814,15-08-2021,16:13,"['Pour-over special', 'Flat white']","[200, 70]",Medse
815,15-08-2021,16:27,['Cappucino'],[70],Medse
816,15-08-2021,16:52,"['Latte', 'Americano']","[70, 50]",Medse
817,15-08-2021,16:55,['Latte'],[70],Medse
818,15-08-2021,16:55,['Coffee beans 200'],[400],Medse
819,15-08-2021,7:15,"['Flat white', 'Americano', 'Latte', 'Espresso shot']","[70, 50, 70, 30]",Medse
820,15-08-2021,7:38,['Pour-over special'],[200],Medse
821,15-08-2021,7:48,"['Espresso shot', 'Pour-over normal']","[30, 100]",Medse
822,15-08-2021,8:40,"['Americano', 'Pour-over special', 'Coffee beans 200']","[50, 200, 400]",Medse
823,15-08-2021,8:45,['Pour-over normal'],[100],Medse
824,15-08-2021,8:54,"['Latte', 'Flat white']","[70, 70]",Medse
825,16-08-2021,10:56,"['Pour-over normal', 'Pour-over normal', 'Pour-over normal']","[100, 100, 100]",Rambo
826,16-08-2021,10:57,['Cappucino'],[70],Rambo
827,16-08-2021,10:59,['Latte'],[70],Rambo
828,16-08-2021,11:54,['Pour-over special'],[200],Rambo
829,16-08-2021,12:35,"['Macchiato', 'Americano', 'Pour-over normal', 'Flat white']","[75, 50, 100, 70]",Rambo
830,16-08-2021,13:02,"['Flat white', 'Pour-over normal', 'Flat white']","[70, 100, 70]",Rambo
831,16-08-2021,14:37,"['Flat white', 'Mocha', 'Pour-over normal', 'Pour-over special', 'Pour-over special']","[70, 75, 100, 200, 200]",Rambo
832,16-08-2021,14:48,"['Pour-over normal', 'Pour-over normal']","[100, 100]",Rambo
833,16-08-2021,15:10,['Pour-over normal'],[100],Rambo
834,16-08-2021,15:20,"['Pour-over special', 'Pour-over special', 'Cappucino']","[200, 200, 70]",Rambo
835,16-08-2021,15:32,['Macchiato'],[75],Rambo
836,16-08-2021,15:51,['Cappucino'],[70],Rambo
837,16-08-2021,7:11,"['Macchiato', 'Pour-over normal']","[75, 100]",Rambo
838,16-08-2021,7:46,"['Pour-over special', 'Flat white', 'Espresso shot', 'Pour-over normal']","[200, 70, 30, 100]",Rambo
839,16-08-2021,7:47,['Pour-over special'],[200],Rambo
840,16-08-2021,8:04,['Latte'],[70],Rambo
841,16-08-2021,8:14,"['Coffee beans special 200', 'Flat white']","[600, 70]",Rambo
842,16-08-2021,9:32,"['Flat white', 'Flat white']","[70, 70]",Rambo
843,17-08-2021,10:59,['Coffee beans 200'],[400],Penguin
844,17-08-2021,14:30,['Flat white'],[70],Penguin
845,17-08-2021,14:47,['Americano'],[50],Penguin
846,17-08-2021,16:31,"['Pour-over special', 'Cappucino', 'Latte', 'Pour-over normal']","[200, 70, 70, 100]",Penguin
847,17-08-2021,16:33,['Pour-over normal'],[100],Penguin
848,17-08-2021,16:43,['Pour-over special'],[200],Penguin
849,17-08-2021,7:42,"['Cappucino', 'Americano']","[70, 50]",Penguin
850,17-08-2021,9:37,"['Pour-over normal', 'Pour-over special']","[100, 200]",Penguin
851,17-08-2021,9:40,"['Pour-over normal', 'Pour-over normal']","[100, 100]",Penguin
852,18-08-2021,10:19,['Cappucino'],[70],Rambo
853,18-08-2021,10:22,['Latte'],[70],Rambo
854,18-08-2021,10:47,"['Flat white', 'Latte', 'Macchiato', 'Americano']","[70, 70, 75, 50]",Rambo
855,18-08-2021,10:48,"['Cappucino', 'Cappucino']","[70, 70]",Rambo
856,18-08-2021,10:57,"['Pour-over special', 'Flat white']","[200, 70]",Rambo
857,18-08-2021,11:10,['Pour-over special'],[200],Rambo
858,18-08-2021,11:23,"['Coffee beans 200', 'Americano']","[400, 50]",Rambo
859,18-08-2021,13:34,"['Latte', 'Cappucino', 'Pour-over special', 'Mocha', 'Pour-over normal']","[70, 70, 200, 75, 100]",Rambo
860,18-08-2021,13:37,"['Espresso shot', 'Pour-over special']","[30, 200]",Rambo
861,18-08-2021,14:19,"['Americano', 'Pour-over normal', 'Latte']","[50, 100, 70]",Rambo
862,18-08-2021,14:39,"['Macchiato', 'Pour-over normal']","[75, 100]",Rambo
863,18-08-2021,15:11,['Pour-over special'],[200],Rambo
864,18-08-2021,15:29,"['Pour-over special', 'Pour-over normal']","[200, 100]",Rambo
865,18-08-2021,16:07,"['Latte', 'Cappucino']","[70, 70]",Rambo
866,18-08-2021,16:28,['Coffee beans 200'],[400],Rambo
867,18-08-2021,7:09,['Flat white'],[70],Rambo
868,18-08-2021,7:18,['Mocha'],[75],Rambo
869,18-08-2021,7:18,"['Latte', 'Pour-over special']","[70, 200]",Rambo
870,18-08-2021,8:25,['Pour-over special'],[200],Rambo
871,18-08-2021,8:30,"['Pour-over special', 'Latte']","[200, 70]",Rambo
872,18-08-2021,9:29,['Americano'],[50],Rambo
873,19-08-2021,10:22,"['Cappucino', 'Macchiato']","[70, 75]",Penguin
874,19-08-2021,10:33,"['Pour-over normal', 'Pour-over normal']","[100, 100]",Penguin
875,19-08-2021,10:37,['Espresso shot'],[30],Penguin
876,19-08-2021,10:51,"['Macchiato', 'Coffee beans 200']","[75, 400]",Penguin
877,19-08-2021,11:35,['Mocha'],[75],Penguin
878,19-08-2021,11:47,['Coffee beans special 200'],[600],Penguin
879,19-08-2021,12:20,"['Pour-over normal', 'Mocha']","[100, 75]",Penguin
880,19-08-2021,12:36,"['Mocha', 'Pour-over normal', 'Pour-over normal']","[75, 100, 100]",Penguin
881,19-08-2021,12:53,"['Coffee beans 200', 'Coffee beans special 200', 'Pour-over special', 'Flat white']","[400, 600, 200, 70]",Penguin
882,19-08-2021,13:04,['Coffee beans special 200'],[600],Penguin
883,19-08-2021,13:15,['Pour-over normal'],[100],Penguin
884,19-08-2021,13:26,['Pour-over normal'],[100],Penguin
885,19-08-2021,13:28,['Macchiato'],[75],Penguin
886,19-08-2021,14:48,"['Flat white', 'Pour-over normal']","[70, 100]",Penguin
887,19-08-2021,15:14,['Flat white'],[70],Penguin
888,19-08-2021,15:18,['Flat white'],[70],Penguin
889,19-08-2021,15:28,['Americano'],[50],Penguin
890,19-08-2021,16:09,"['Cappucino', 'Americano']","[70, 50]",Penguin
891,19-08-2021,16:24,"['Pour-over normal', 'Pour-over special']","[100, 200]",Penguin
892,19-08-2021,16:47,"['Pour-over special', 'Espresso shot']","[200, 30]",Penguin
893,19-08-2021,7:13,"['Flat white', 'Mocha', 'Pour-over normal']","[70, 75, 100]",Penguin
894,19-08-2021,7:33,"['Latte', 'Cappucino', 'Mocha']","[70, 70, 75]",Penguin
895,19-08-2021,8:09,"['Flat white', 'Latte']","[70, 70]",Penguin
896,19-08-2021,8:23,"['Latte', 'Espresso shot', 'Coffee beans 200', 'Pour-over normal']","[70, 30, 400, 100]",Penguin
897,19-08-2021,8:24,"['Pour-over normal', 'Flat white']","[100, 70]",Penguin
898,19-08-2021,8:37,['Flat white'],[70],Penguin
899,19-08-2021,9:58,"['Mocha', 'Pour-over normal']","[75, 100]",Penguin
900,20-08-2021,11:24,['Cappucino'],[70],Rambo
901,20-08-2021,11:29,['Coffee beans special 200'],[600],Rambo
902,20-08-2021,11:35,"['Pour-over normal', 'Americano', 'Latte']","[100, 50, 70]",Rambo
903,20-08-2021,12:01,['Espresso shot'],[30],Rambo
904,20-08-2021,12:05,"['Cappucino', 'Latte']","[70, 70]",Rambo
905,20-08-2021,12:13,"['Latte', 'Latte', 'Pour-over normal', 'Coffee beans 200', 'Latte']","[70, 70, 100, 400, 70]",Rambo
906,20-08-2021,15:33,['Mocha'],[75],Rambo
907,20-08-2021,15:55,['Pour-over special'],[200],Rambo
908,20-08-2021,16:20,['Pour-over normal'],[100],Rambo
909,20-08-2021,7:40,"['Macchiato', 'Latte', 'Flat white']","[75, 70, 70]",Rambo
910,20-08-2021,7:41,"['Mocha', 'Mocha']","[75, 75]",Rambo
911,20-08-2021,7:53,"['Coffee beans 200', 'Pour-over special', 'Pour-over special', 'Coffee beans special 200']","[400, 200, 200, 600]",Rambo
912,20-08-2021,9:01,['Mocha'],[75],Rambo
913,20-08-2021,9:10,['Americano'],[50],Rambo
914,20-08-2021,9:12,['Latte'],[70],Rambo
915,20-08-2021,9:46,['Pour-over normal'],[100],Rambo
916,21-08-2021,10:10,"['Pour-over special', 'Pour-over special', 'Flat white']","[200, 200, 70]",Medse
917,21-08-2021,10:14,['Cappucino'],[70],Medse
918,21-08-2021,10:53,['Latte'],[70],Medse
919,21-08-2021,11:16,['Coffee beans 200'],[400],Medse
920,21-08-2021,11:34,['Coffee beans special 200'],[600],Medse
921,21-08-2021,11:43,['Coffee beans special 200'],[600],Medse
922,21-08-2021,11:54,"['Coffee beans 200', 'Coffee beans special 200', 'Espresso shot', 'Americano']","[400, 600, 30, 50]",Medse
923,21-08-2021,11:59,"['Latte', 'Pour-over normal', 'Latte']","[70, 100, 70]",Medse
924,21-08-2021,12:35,['Cappucino'],[70],Medse
925,21-08-2021,12:41,"['Pour-over normal', 'Americano']","[100, 50]",Medse
926,21-08-2021,13:21,"['Pour-over normal', 'Flat white', 'Americano']","[100, 70, 50]",Medse
927,21-08-2021,13:43,['Americano'],[50],Medse
928,21-08-2021,13:59,['Cappucino'],[70],Medse
929,21-08-2021,14:55,"['Flat white', 'Pour-over normal', 'Coffee beans special 200']","[70, 100, 600]",Medse
930,21-08-2021,15:19,"['Coffee beans 200', 'Pour-over normal', 'Espresso shot', 'Pour-over normal']","[400, 100, 30, 100]",Medse
931,21-08-2021,15:25,"['Pour-over normal', 'Flat white']","[100, 70]",Medse
932,21-08-2021,16:24,"['Coffee beans special 200', 'Pour-over special']","[600, 200]",Medse
933,21-08-2021,7:04,"['Latte', 'Latte']","[70, 70]",Medse
934,21-08-2021,7:26,"['Pour-over normal', 'Pour-over normal', 'Pour-over special', 'Macchiato']","[100, 100, 200, 75]",Medse
935,21-08-2021,7:27,"['Pour-over normal', 'Pour-over normal']","[100, 100]",Medse
936,21-08-2021,7:27,"['Pour-over normal', 'Coffee beans special 200']","[100, 600]",Medse
937,21-08-2021,8:13,"['Americano', 'Flat white', 'Latte', 'Cappucino']","[50, 70, 70, 70]",Medse
938,21-08-2021,8:17,['Pour-over normal'],[100],Medse
939,21-08-2021,9:11,['Flat white'],[70],Medse
940,21-08-2021,9:42,['Pour-over special'],[200],Medse
941,21-08-2021,9:55,"['Pour-over normal', 'Pour-over special', 'Espresso shot']","[100, 200, 30]",Medse
942,21-08-2021,9:59,['Pour-over normal'],[100],Medse
943,22-08-2021,11:25,"['Flat white', 'Mocha', 'Pour-over special']","[70, 75, 200]",Medse
944,22-08-2021,11:56,['Americano'],[50],Medse
945,22-08-2021,12:35,"['Flat white', 'Pour-over normal', 'Cappucino', 'Pour-over normal']","[70, 100, 70, 100]",Medse
946,22-08-2021,13:09,['Flat white'],[70],Medse
947,22-08-2021,13:23,['Pour-over special'],[200],Medse
948,22-08-2021,13:24,['Pour-over normal'],[100],Medse
949,22-08-2021,14:29,"['Flat white', 'Pour-over special']","[70, 200]",Medse
950,22-08-2021,14:53,['Cappucino'],[70],Medse
951,22-08-2021,14:59,"['Pour-over special', 'Espresso shot', 'Espresso shot']","[200, 30, 30]",Medse
952,22-08-2021,15:16,['Pour-over special'],[200],Medse
953,22-08-2021,15:45,"['Coffee beans 200', 'Latte']","[400, 70]",Medse
954,22-08-2021,16:35,['Espresso shot'],[30],Medse
955,22-08-2021,7:49,['Coffee beans special 200'],[600],Medse
956,22-08-2021,8:13,['Pour-over special'],[200],Medse
957,22-08-2021,8:36,['Americano'],[50],Medse
958,22-08-2021,8:56,"['Coffee beans special 200', 'Latte', 'Pour-over normal']","[600, 70, 100]",Medse
959,23-08-2021,10:58,"['Pour-over normal', 'Cappucino', 'Espresso shot']","[100, 70, 30]",Rambo
960,23-08-2021,11:09,"['Espresso shot', 'Pour-over normal']","[30, 100]",Rambo
961,23-08-2021,12:50,"['Pour-over normal', 'Pour-over special']","[100, 200]",Rambo
962,23-08-2021,12:52,['Pour-over normal'],[100],Rambo
963,23-08-2021,13:31,['Pour-over normal'],[100],Rambo
964,23-08-2021,14:11,['Mocha'],[75],Rambo
965,23-08-2021,14:30,"['Mocha', 'Macchiato', 'Pour-over normal']","[75, 75, 100]",Rambo
966,23-08-2021,14:55,['Pour-over normal'],[100],Rambo
967,23-08-2021,14:57,"['Espresso shot', 'Pour-over normal']","[30, 100]",Rambo
968,23-08-2021,15:30,"['Pour-over special', 'Espresso shot', 'Pour-over normal', 'Cappucino']","[200, 30, 100, 70]",Rambo
969,23-08-2021,16:53,"['Pour-over normal', 'Pour-over special']","[100, 200]",Rambo
970,23-08-2021,7:50,['Pour-over normal'],[100],Rambo
971,23-08-2021,7:56,"['Flat white', 'Pour-over special']","[70, 200]",Rambo
972,23-08-2021,8:23,['Mocha'],[75],Rambo
973,23-08-2021,8:46,['Americano'],[50],Rambo
974,23-08-2021,8:51,"['Pour-over normal', 'Flat white', 'Espresso shot']","[100, 70, 30]",Rambo
975,24-08-2021,10:05,['Latte'],[70],Penguin
976,24-08-2021,10:06,"['Pour-over normal', 'Pour-over normal']","[100, 100]",Penguin
977,24-08-2021,10:53,"['Mocha', 'Pour-over normal', 'Coffee beans special 200', 'Americano', 'Mocha']","[75, 100, 600, 50, 75]",Penguin
978,24-08-2021,11:35,['Coffee beans special 200'],[600],Penguin
979,24-08-2021,12:46,['Latte'],[70],Penguin
980,24-08-2021,13:46,"['Latte', 'Pour-over special']","[70, 200]",Penguin
981,24-08-2021,13:51,['Pour-over special'],[200],Penguin
982,24-08-2021,13:59,"['Pour-over normal', 'Espresso shot']","[100, 30]",Penguin
983,24-08-2021,14:02,"['Cappucino', 'Cappucino']","[70, 70]",Penguin
984,24-08-2021,14:20,['Pour-over normal'],[100],Penguin
985,24-08-2021,14:28,"['Pour-over normal', 'Pour-over normal']","[100, 100]",Penguin
986,24-08-2021,14:38,"['Latte', 'Pour-over special']","[70, 200]",Penguin
987,24-08-2021,14:47,"['Flat white', 'Pour-over special', 'Pour-over normal']","[70, 200, 100]",Penguin
988,24-08-2021,15:31,['Pour-over normal'],[100],Penguin
989,24-08-2021,15:38,"['Cappucino', 'Cappucino', 'Flat white', 'Macchiato', 'Pour-over special']","[70, 70, 70, 75, 200]",Penguin
990,24-08-2021,16:14,['Latte'],[70],Penguin
991,24-08-2021,7:04,['Pour-over normal'],[100],Penguin
992,24-08-2021,7:25,['Mocha'],[75],Penguin
993,24-08-2021,7:26,"['Pour-over normal', 'Cappucino']","[100, 70]",Penguin
994,24-08-2021,9:03,"['Coffee beans special 200', 'Macchiato']","[600, 75]",Penguin
995,24-08-2021,9:24,['Latte'],[70],Penguin
996,24-08-2021,9:27,"['Espresso shot', 'Pour-over normal', 'Flat white']","[30, 100, 70]",Penguin
997,24-08-2021,9:30,"['Coffee beans special 200', 'Pour-over special']","[600, 200]",Penguin
998,24-08-2021,9:30,"['Americano', 'Pour-over normal', 'Americano', 'Cappucino', 'Pour-over normal']","[50, 100, 50, 70, 100]",Penguin
999,24-08-2021,9:37,['Pour-over normal'],[100],Penguin
1000,25-08-2021,10:36,['Macchiato'],[75],Rambo
1001,25-08-2021,12:04,"['Pour-over normal', 'Pour-over normal', 'Coffee beans 200', 'Flat white']","[100, 100, 400, 70]",Rambo
1002,25-08-2021,12:10,['Pour-over special'],[200],Rambo
1003,25-08-2021,12:31,['Latte'],[70],Rambo
1004,25-08-2021,13:37,['Espresso shot'],[30],Rambo
1005,25-08-2021,14:22,"['Pour-over special', 'Cappucino']","[200, 70]",Rambo
1006,25-08-2021,14:31,['Pour-over normal'],[100],Rambo
1007,25-08-2021,14:54,"['Cappucino', 'Mocha']","[70, 75]",Rambo
1008,25-08-2021,7:23,"['Flat white', 'Flat white']","[70, 70]",Rambo
1009,25-08-2021,8:07,['Pour-over normal'],[100],Rambo
1010,25-08-2021,8:49,"['Pour-over normal', 'Cappucino']","[100, 70]",Rambo
1011,25-08-2021,9:39,"['Pour-over normal', 'Coffee beans special 200', 'Cappucino']","[100, 600, 70]",Rambo
1012,26-08-2021,12:19,['Americano'],[50],Penguin
1013,26-08-2021,12:56,['Espresso shot'],[30],Penguin
1014,26-08-2021,14:23,"['Latte', 'Mocha', 'Pour-over normal']","[70, 75, 100]",Penguin
1015,26-08-2021,14:45,"['Coffee beans special 200', 'Pour-over normal']","[600, 100]",Penguin
1016,26-08-2021,15:45,['Americano'],[50],Penguin
1017,26-08-2021,15:47,['Coffee beans special 200'],[600],Penguin
1018,26-08-2021,16:09,"['Pour-over special', 'Pour-over special']","[200, 200]",Penguin
1019,26-08-2021,7:01,"['Coffee beans 200', 'Pour-over special']","[400, 200]",Penguin
1020,26-08-2021,8:01,"['Cappucino', 'Americano']","[70, 50]",Penguin
1021,26-08-2021,8:32,['Flat white'],[70],Penguin
1022,26-08-2021,8:37,"['Cappucino', 'Pour-over normal']","[70, 100]",Penguin
1023,26-08-2021,9:07,['Americano'],[50],Penguin
1024,26-08-2021,9:58,"['Pour-over normal', 'Coffee beans 200']","[100, 400]",Penguin
1025,27-08-2021,10:54,"['Pour-over special', 'Pour-over special', 'Cappucino', 'Americano', 'Americano']","[200, 200, 70, 50, 50]",Rambo
1026,27-08-2021,11:55,['Cappucino'],[70],Rambo
1027,27-08-2021,12:01,['Americano'],[50],Rambo
1028,27-08-2021,14:32,['Latte'],[70],Rambo
1029,27-08-2021,14:37,"['Pour-over special', 'Americano']","[200, 50]",Rambo
1030,27-08-2021,16:14,"['Cappucino', 'Pour-over normal']","[70, 100]",Rambo
1031,27-08-2021,16:25,['Coffee beans 200'],[400],Rambo
1032,27-08-2021,16:30,['Latte'],[70],Rambo
1033,27-08-2021,7:54,"['Pour-over special', 'Cappucino', 'Coffee beans special 200', 'Pour-over special', 'Pour-over normal']","[200, 70, 600, 200, 100]",Rambo
1034,27-08-2021,8:49,"['Espresso shot', 'Cappucino']","[30, 70]",Rambo
1035,28-08-2021,10:05,['Flat white'],[70],Medse
1036,28-08-2021,10:08,['Pour-over special'],[200],Medse
1037,28-08-2021,10:52,['Pour-over special'],[200],Medse
1038,28-08-2021,12:38,"['Pour-over normal', 'Flat white']","[100, 70]",Medse
1039,28-08-2021,12:53,"['Americano', 'Cappucino', 'Pour-over special']","[50, 70, 200]",Medse
1040,28-08-2021,12:56,['Latte'],[70],Medse
1041,28-08-2021,13:20,['Cappucino'],[70],Medse
1042,28-08-2021,14:24,"['Coffee beans 200', 'Pour-over special']","[400, 200]",Medse
1043,28-08-2021,15:11,"['Flat white', 'Mocha']","[70, 75]",Medse
1044,28-08-2021,16:25,['Coffee beans 200'],[400],Medse
1045,28-08-2021,16:29,['Pour-over special'],[200],Medse
1046,28-08-2021,16:34,['Macchiato'],[75],Medse
1047,28-08-2021,16:51,['Latte'],[70],Medse
1048,28-08-2021,7:11,['Pour-over normal'],[100],Medse
